#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Greek Sentence|English Sentence|Morphology|Deck
φέρω|φέρωμεν|we carry|<v>φέρωμεν</v> τὰ ὅπλα.|We carry the weapons.|1P pl. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρητε|you carry|<v>φέρητε</v> τὰ δῶρα.|You carry the gifts.|2P pl. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρωσι(ν)|they carry|<v>φέρωσι</v> τοὺς καρπούς.|They carry the fruits.|3P pl. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρητον|you both carry|<v>φέρητον</v> τὼ λίθω.|You both carry the stones.|2P dual. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρητον|they both carry|<v>φέρητον</v> τὼ παῖδε.|They both carry the children.|3P dual. pres. act. subj.|Greek Conjugation::10. φέρω
φέρω|φέρωμαι|I carry (for myself)|<v>φέρωμαι</v> τὸ ἱμάτιον.|I carry the cloak for myself.|1P sg. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φέρῃ|you carry (for yourself)|<v>φέρῃ</v> τὴν τράπεζαν.|You carry the table for yourself.|2P sg. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φέρηται|he/she/it carries (for self)|<v>φέρηται</v> τὸ ξίφος.|He carries the sword for himself.|3P sg. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φερώμεθα|we carry (for ourselves)|<v>φερώμεθα</v> τὰ χρήματα.|We carry the money for ourselves.|1P pl. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φέρησθε|you carry (for yourselves)|<v>φέρησθε</v> τὰς βίβλους.|You carry the books for yourselves.|2P pl. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φέρωνται|they carry (for themselves)|<v>φέρωνται</v> τὰ σκεύη.|They carry the equipment for themselves.|3P pl. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φέρησθον|you both carry (for selves)|<v>φέρησθον</v> τὼ κρατῆρε.|You both carry the mixing bowls for yourselves.|2P dual. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|φέρησθον|they both carry (for selves)|<v>φέρησθον</v> τὼ θρόνω.|They both carry the chairs for themselves.|3P dual. pres. mid/pass. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκω|I might carry|<v>ἐνέγκω</v> τὸν ἄρτον.|I might carry the bread.|1P sg. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκῃς|you might carry|<v>ἐνέγκῃς</v> τὴν ὕδριαν.|You might carry the water jar.|2P sg. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκῃ|he/she/it might carry|<v>ἐνέγκῃ</v> τὸ δόρυ.|He might carry the spear.|3P sg. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκωμεν|we might carry|<v>ἐνέγκωμεν</v> τὰ ξύλα.|We might carry the wood.|1P pl. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκητε|you might carry|<v>ἐνέγκητε</v> τοὺς στεφάνους.|You might carry the wreaths.|2P pl. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκωσι(ν)|they might carry|<v>ἐνέγκωσι</v> τὰς δᾷδας.|They might carry the torches.|3P pl. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκητον|you both might carry|<v>ἐνέγκητον</v> τὼ κάλω.|You both might carry the ropes.|2P dual. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκητον|they both might carry|<v>ἐνέγκητον</v> τὼ φορτίω.|They both might carry the burdens.|3P dual. aor. act. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκωμαι|I might carry for myself|<v>ἐνέγκωμαι</v> τὸ κέρδος.|I might carry the profit for myself.|1P sg. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκῃ|you might carry for yourself|<v>ἐνέγκῃ</v> τὴν τιμήν.|You might carry the honor for yourself.|2P sg. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκηται|he/she/it might carry for self|<v>ἐνέγκηται</v> τὸν μισθόν.|He might carry the reward for himself.|3P sg. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκώμεθα|we might carry for ourselves|<v>ἐνεγκώμεθα</v> τὰ ἆθλα.|We might carry the prizes for ourselves.|1P pl. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκησθε|you might carry for yourselves|<v>ἐνέγκησθε</v> τὰς εὐχάς.|You might carry the prayers for yourselves.|2P pl. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκωνται|they might carry for themselves|<v>ἐνέγκωνται</v> τὰ κτήματα.|They might carry the possessions for themselves.|3P pl. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκησθον|you both might carry for selves|<v>ἐνέγκησθον</v> τὼ μύθω.|You both might carry the stories for yourselves.|2P dual. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκησθον|they both might carry for selves|<v>ἐνέγκησθον</v> τὼ νόμω.|They both might carry the laws for themselves.|3P dual. aor. mid. subj.|Greek Conjugation::10. φέρω
φέρω|φέρε|carry!|<v>φέρε</v> τὸ βιβλίον.|Carry the book!|2P sg. pres. act. imp.|Greek Conjugation::10. φέρω
φέρω|φερέτω|let him/her carry|<v>φερέτω</v> τὴν ἀσπίδα.|Let him carry the shield.|3P sg. pres. act. imp.|Greek Conjugation::10. φέρω
φέρω|φέρετε|carry! (plural)|<v>φέρετε</v> τὰ ὅπλα.|Carry the weapons!|2P pl. pres. act. imp.|Greek Conjugation::10. φέρω
φέρω|φερέτων|let them carry|<v>φερέτων</v> τοὺς λίθους.|Let them carry the stones.|3P pl. pres. act. imp.|Greek Conjugation::10. φέρω
φέρω|φέρετον|carry! (dual)|<v>φέρετον</v> τὼ κρατῆρε.|You two carry the mixing bowls!|2P dual. pres. act. imp.|Greek Conjugation::10. φέρω
φέρω|φερέτων|let them both carry|<v>φερέτων</v> τὼ δώρω.|Let them both carry the gifts.|3P dual. pres. act. imp.|Greek Conjugation::10. φέρω
φέρω|φέρου|carry for yourself!|<v>φέρου</v> τὸ ἱμάτιον.|Carry the cloak for yourself!|2P sg. pres. mid/pass. imp.|Greek Conjugation::10. φέρω
φέρω|φερέσθω|let him/her carry for self|<v>φερέσθω</v> τὴν τράπεζαν.|Let him carry the table for himself.|3P sg. pres. mid/pass. imp.|Greek Conjugation::10. φέρω
φέρω|φέρεσθε|carry for yourselves!|<v>φέρεσθε</v> τὰ σκεύη.|Carry the equipment for yourselves!|2P pl. pres. mid/pass. imp.|Greek Conjugation::10. φέρω
φέρω|φερέσθων|let them carry for themselves|<v>φερέσθων</v> τὰ δῶρα.|Let them carry the gifts for themselves.|3P pl. pres. mid/pass. imp.|Greek Conjugation::10. φέρω
φέρω|φέρεσθον|carry for yourselves! (dual)|<v>φέρεσθον</v> τὼ ἀγάλματε.|You two carry the statues for yourselves!|2P dual. pres. mid/pass. imp.|Greek Conjugation::10. φέρω
φέρω|φερέσθων|let them both carry for themselves|<v>φερέσθων</v> τὼ φορτίω.|Let them both carry the burdens for themselves.|3P dual. pres. mid/pass. imp.|Greek Conjugation::10. φέρω
φέρω|ἔνεγκε|carry!|<v>ἔνεγκε</v> τὸ ὕδωρ.|Carry the water!|2P sg. aor. act. imp.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκέτω|let him/her carry|<v>ἐνεγκέτω</v> τὸν οἶνον.|Let him carry the wine.|3P sg. aor. act. imp.|Greek Conjugation::10. φέρω
φέρω|ἔνεγκετε|carry! (plural)|<v>ἔνεγκετε</v> τὰς δᾷδας.|Carry the torches!|2P pl. aor. act. imp.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκέτων|let them carry|<v>ἐνεγκέτων</v> τοὺς καρπούς.|Let them carry the fruits.|3P pl. aor. act. imp.|Greek Conjugation::10. φέρω
φέρω|ἔνεγκετον|carry! (dual)|<v>ἔνεγκετον</v> τὼ θρόνω.|You two carry the chairs!|2P dual. aor. act. imp.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκέτων|let them both carry|<v>ἐνεγκέτων</v> τὼ μισθώ.|Let them both carry the rewards.|3P dual. aor. act. imp.|Greek Conjugation::10. φέρω
φέρω|ἔνεγκαι|carry for yourself!|<v>ἔνεγκαι</v> τὴν λύραν.|Carry the lyre for yourself!|2P sg. aor. mid. imp.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκάσθω|let him/her carry for self|<v>ἐνεγκάσθω</v> τὸ ξίφος.|Let him carry the sword for himself.|3P sg. aor. mid. imp.|Greek Conjugation::10. φέρω
φέρω|ἔνεγκασθε|carry for yourselves!|<v>ἔνεγκασθε</v> τὰ χρήματα.|Carry the money for yourselves!|2P pl. aor. mid. imp.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκάσθων|let them carry for themselves|<v>ἐνεγκάσθων</v> τὰ τόξα.|Let them carry the bows for themselves.|3P pl. aor. mid. imp.|Greek Conjugation::10. φέρω
φέρω|ἔνεγκασθον|carry for yourselves! (dual)|<v>ἔνεγκασθον</v> τὼ κλίνα.|You two carry the couches for yourselves!|2P dual. aor. mid. imp.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκάσθων|let them both carry for themselves|<v>ἐνεγκάσθων</v> τὼ στεφάνω.|Let them both carry the crowns for themselves.|3P dual. aor. mid. imp.|Greek Conjugation::10. φέρω
φέρω|φέρειν|to carry, bear|ὁ ἄνθρωπος θέλει <v>φέρειν</v> τὸ βιβλίον.|The man wants to carry the book.|__ __ pres. act. inf.|Greek Conjugation::10. φέρω
φέρω|φέρεσθαι|to be carried, to carry for oneself|βούλεται <v>φέρεσθαι</v> τὸν παῖδα.|He wants to carry the child for himself.|__ __ pres. mid/pass. inf.|Greek Conjugation::10. φέρω
φέρω|οἴσειν|to be going to carry|λέγει <v>οἴσειν</v> τὰ δῶρα.|He says he will carry the gifts.|__ __ fut. act. inf.|Greek Conjugation::10. φέρω
φέρω|οἴσεσθαι|to be going to carry for oneself|φησὶν <v>οἴσεσθαι</v> τὰ ὅπλα.|He says he will carry the weapons for himself.|__ __ fut. mid. inf.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθήσεσθαι|to be going to be carried|δοκεῖ <v>ἐνεχθήσεσθαι</v> ὑπὸ τοῦ ἀνέμου.|It seems it will be carried by the wind.|__ __ fut. pass. inf.|Greek Conjugation::10. φέρω
φέρω|ἐνεγκεῖν|to have carried|λέγεται <v>ἐνεγκεῖν</v> τὸν λίθον.|He is said to have carried the stone.|__ __ aor. act. inf.|Greek Conjugation::10. φέρω
φέρω|ἐνέγκασθαι|to have carried for oneself|φασὶν αὐτὸν <v>ἐνέγκασθαι</v> τὰ χρήματα.|They say he carried the money for himself.|__ __ aor. mid. inf.|Greek Conjugation::10. φέρω
φέρω|ἐνεχθῆναι|to have been carried|συνέβη τὸ πλοῖον <v>ἐνεχθῆναι</v> εἰς τὸν λιμένα.|It happened that the ship was carried to the harbor.|__ __ aor. pass. inf.|Greek Conjugation::10. φέρω
φέρω|ἐνηνοχέναι|to have carried|λέγεται <v>ἐνηνοχέναι</v> πολλὰ δῶρα.|He is said to have carried many gifts.|__ __ perf. act. inf.|Greek Conjugation::10. φέρω
φέρω|ἐνηνέχθαι|to have been carried|τὸ ἄγγελμα δοκεῖ <v>ἐνηνέχθαι</v> ταχέως.|The message seems to have been carried quickly.|__ __ perf. mid/pass. inf.|Greek Conjugation::10. φέρω
φέρω|φέρων|carrying|ὁ ἄνθρωπος <v>φέρων</v> τὸ βιβλίον ἔρχεται.|The man carrying the book comes.|__ __ pres. __ act. part. masc. nom. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντος|carrying|τοῦ ἀνδρὸς <v>φέροντος</v> τὸ βιβλίον.|Of the man carrying the book.|__ __ pres. __ act. part. masc. gen. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντι|carrying|τῷ ἀνδρὶ <v>φέροντι</v> τὸ βιβλίον.|To the man carrying the book.|__ __ pres. __ act. part. masc. dat. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντα|carrying|τὸν ἄνδρα <v>φέροντα</v> τὸ βιβλίον.|The man carrying the book.|__ __ pres. __ act. part. masc. acc. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντε|carrying|τὼ ἄνδρε <v>φέροντε</v> τὸ βιβλίον.|The two men carrying the book.|__ __ pres. __ act. part. masc. nom. dual|Greek Conjugation::10. φέρω
φέρω|φερόντοιν|carrying|τοῖν ἀνδροῖν <v>φερόντοιν</v> τὸ βιβλίον.|Of/to the two men carrying the book.|__ __ pres. __ act. part. masc. gen/dat. dual|Greek Conjugation::10. φέρω
φέρω|φέροντες|carrying|οἱ ἄνδρες <v>φέροντες</v> τὸ βιβλίον.|The men carrying the book.|__ __ pres. __ act. part. masc. nom. pl.|Greek Conjugation::10. φέρω
φέρω|φερόντων|carrying|τῶν ἀνδρῶν <v>φερόντων</v> τὸ βιβλίον.|Of the men carrying the book.|__ __ pres. __ act. part. masc. gen. pl.|Greek Conjugation::10. φέρω
φέρω|φέρουσι|carrying|τοῖς ἀνδράσι <v>φέρουσι</v> τὸ βιβλίον.|To the men carrying the book.|__ __ pres. __ act. part. masc. dat. pl.|Greek Conjugation::10. φέρω
φέρω|φέροντας|carrying|τοὺς ἄνδρας <v>φέροντας</v> τὸ βιβλίον.|The men carrying the book.|__ __ pres. __ act. part. masc. acc. pl.|Greek Conjugation::10. φέρω
φέρω|φέρουσα|carrying|ἡ γυνὴ <v>φέρουσα</v> τὸ βιβλίον.|The woman carrying the book.|__ __ pres. __ act. part. fem. nom. sg.|Greek Conjugation::10. φέρω
φέρω|φερούσης|carrying|τῆς γυναικὸς <v>φερούσης</v> τὸ βιβλίον.|Of the woman carrying the book.|__ __ pres. __ act. part. fem. gen. sg.|Greek Conjugation::10. φέρω
φέρω|φερούσῃ|carrying|τῇ γυναικὶ <v>φερούσῃ</v> τὸ βιβλίον.|To the woman carrying the book.|__ __ pres. __ act. part. fem. dat. sg.|Greek Conjugation::10. φέρω
φέρω|φέρουσαν|carrying|τὴν γυναῖκα <v>φέρουσαν</v> τὸ βιβλίον.|The woman carrying the book.|__ __ pres. __ act. part. fem. acc. sg.|Greek Conjugation::10. φέρω
φέρω|φερούσα|carrying|ὦ γύναι <v>φερούσα</v> τὸ βιβλίον.|O woman carrying the book.|__ __ pres. __ act. part. fem. voc. sg.|Greek Conjugation::10. φέρω
φέρω|φερούσα|carrying|τὼ γυναῖκε <v>φερούσα</v> τὸ βιβλίον.|The two women carrying the book.|__ __ pres. __ act. part. fem. nom. dual|Greek Conjugation::10. φέρω
φέρω|φερούσαιν|carrying|ταῖν γυναικοῖν <v>φερούσαιν</v> τὸ βιβλίον.|Of/to the two women carrying the book.|__ __ pres. __ act. part. fem. gen/dat. dual|Greek Conjugation::10. φέρω
φέρω|φέρουσαι|carrying|αἱ γυναῖκες <v>φέρουσαι</v> τὸ βιβλίον.|The women carrying the book.|__ __ pres. __ act. part. fem. nom. pl.|Greek Conjugation::10. φέρω
φέρω|φερουσῶν|carrying|τῶν γυναικῶν <v>φερουσῶν</v> τὸ βιβλίον.|Of the women carrying the book.|__ __ pres. __ act. part. fem. gen. pl.|Greek Conjugation::10. φέρω
φέρω|φερούσαις|carrying|ταῖς γυναιξὶ <v>φερούσαις</v> τὸ βιβλίον.|To the women carrying the book.|__ __ pres. __ act. part. fem. dat. pl.|Greek Conjugation::10. φέρω
φέρω|φερούσας|carrying|τὰς γυναῖκας <v>φερούσας</v> τὸ βιβλίον.|The women carrying the book.|__ __ pres. __ act. part. fem. acc. pl.|Greek Conjugation::10. φέρω
φέρω|φέρον|carrying|τὸ παιδίον <v>φέρον</v> τὸ βιβλίον.|The child carrying the book.|__ __ pres. __ act. part. neut. nom. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντος|carrying|τοῦ παιδίου <v>φέροντος</v> τὸ βιβλίον.|Of the child carrying the book.|__ __ pres. __ act. part. neut. gen. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντι|carrying|τῷ παιδίῳ <v>φέροντι</v> τὸ βιβλίον.|To the child carrying the book.|__ __ pres. __ act. part. neut. dat. sg.|Greek Conjugation::10. φέρω
φέρω|φέρον|carrying|τὸ παιδίον <v>φέρον</v> τὸ βιβλίον.|The child carrying the book.|__ __ pres. __ act. part. neut. acc. sg.|Greek Conjugation::10. φέρω
φέρω|φέροντε|carrying|τὼ παιδίω <v>φέροντε</v> τὸ βιβλίον.|The two children carrying the book.|__ __ pres. __ act. part. neut. nom. dual|Greek Conjugation::10. φέρω
